id,text,length,author
1248,Both major political parties receive negative media coverage when they stuff up - Labor have had a particularly bad run in recent years because of the corrosive Rudd/Gillard/Rudd years tearing the party apart. ,34,TimOfAltona
1249,Interesting that the Labor woman involved painted a very different picture about a culture of misogyny in the Labor party that Penny Wong and Tania Plibersek would have us believe.,30,TimOfAltona
1250,"Luke Foley already has an approval rating of 15% or lower, around the same territory Shorten enjoys, his silence on this has almost certainly ensured NSW Labor another term in the wilderness.",32,TimOfAltona
1251,"You don't know what Briggs did Daisy, it's all speculation. Perhaps it does not warrant him being ejected from parliament. Thanks to Turnbull he's gone from the ministry and I'm sure the voters in his electorate will decide if they want him to remain as their MP at the next election.",51,TimOfAltona
1252,Stop waffling - Turnbull asked for and received Brigg's resignation once the two investigations were complete and the findings handed down. It's called taking action.Not sure why I'm even responding to your childish nonsense accusations.,35,TimOfAltona
1253,"Careful on your accusations Dais, this matter has been swirling around NSW Labor internally for some time and with Shorten's knowledge...he was forced to make a statement by the media today because it's all come out in the open. ",40,TimOfAltona
1254,Complete silence from the ALP on this - presumably the tactic boffins will have been up all night preparing Bingle's response script for today - let's see what he comes out with. ,33,TimOfAltona
1255,"Irony is, had Turnbull committed further Australian fighting assets following the US request, Bingle is likely to have come out in support for fear of being seen as weak on terrorism. ",32,TimOfAltona
1256,"While Bill is swanning around the supermarket aisles tomorrow, media in tow, trying to locate a damp lettuce leaf to wave about and accuse Turnbull of buggering up our Australia Day salads with a 15% GST, hell it may have even gone up to 50% by tomorrow, I hope he pauses to reflect on Turnbull's decision re not increasing Australian combat troop numbers in Syria/Iraq. ",66,TimOfAltona
1257,"It ultimately backfired on her and Labor, but Plibersek was very vocal at the time (remember the handbag hit squad label attributed to her, Roxon and Wong) trying to publicly prosecute the misogyny tactic. ",35,TimOfAltona
1258,"Like Shorten, Plibersek carries way too much baggage from the disaster of the Rudd/Gillard/Rudd years. The Gillard 'experiment' nearly tore the Labor Party apart - I doubt the faceless men of either the left or the right will risk a repeat of that debacle. ",45,TimOfAltona
1259,"Plus, like Shorten, she has personal skeletons in cupboards....her husband's convictions and imprisonment for drug dealing/trafficking may be a bridge too far for a person the ALP/unions hope to insert in The Lodge IMO.",34,TimOfAltona
1260,"You may be confused, Turnbull has been volunteering at the Wayside Chapel on Christmas Day to help out with Christmas lunch and talking with and listening to Sydney street people for many years.  ",35,TimOfAltona
1261,"If you are suggesting that he should stop that volunteering work because he is now PM and you don't want any positive images of him entering the public domain, then can I suggest you go down to the Wayside Chapel next Christmas to take his place in serving up food to the homeless so that his spot is covered.....you need to take someone with you because Lucy Turnbull does the same thing each Christmas Day as well, has done for years.",81,TimOfAltona
1262,"You were wishing and clamouring for Abbott to go and your wish came true courtesy of Turnbull, you want Tones back again because Labor are no match for a Turnbull led government. ",33,TimOfAltona
1263,Wishing for an early election will almost certainly backfire on you - but at least it will assist Labor to get rid of Shorten and look to the future under new leadership. ,33,TimOfAltona
1264,Seems to me all he is doing is talking it up - even before anything has been decided - clear and obvious scare tactics and the media have already picked him up on it.,34,TimOfAltona
1265,"Some say Shorten is further to the right than Turnbull - sounds a little weird given he is ALP Leader, but when you look back at his career, friends and acquaintances they could be right.  ",37,TimOfAltona
1266,"Funny you should say that, someone was suggesting the exact same thing the other day about Whitlam and the current day Shorten led Labor Party - they should bring Gough back to save the furniture.",35,TimOfAltona
1267,"You were saying exactly the same things about Abbott when he was PM, which means it's not the individual you detest, it's they represent the fact that Labor were tossed out of government in 2013 and will probably remain there for many years to come. ",46,TimOfAltona
1268,"Given what Shorten did to your delectable Julia Gillard by terminating her political career in the greatest of Labor traditions - the proverbial knife in the back when she was still PM, I thought you would not be too pleased to see Shorten rewarded for that with the Prime Ministership in any case.",53,TimOfAltona
1269,Don't put it past the Labor tactics squad to even put fake 'customers' in front of Shorten to ask him pre-prepared questions or make scripted favourable comments in front of the media about Labor.  ,36,TimOfAltona
1270,Not only does that sum up beautifully the comments from 98% of the people posting in Guardian political threads but also Labor's failed attempt to play the man and not he ball when Turnbull arrived on the scene and all but destroyed any hope Shorten and the unions had of turning the key in the front door of The Lodge any time soon.,63,TimOfAltona
1271,"Interesting because highly decorated ex-military types cum political wannabes traditionally hoist their flag to the LNP flag pole and given Kelly's much publicised personal involvement and by his own admission, support for the judicial execution of a Somali warlord in Mogadishu, he does not exactly fit the standard Labor Party mould. ",52,TimOfAltona
1272,"Interesting that whilst Abbott is generally not a great public speaker on his feet, he actually performed very well vs a far more eloquent Rudd in the 2013 debates. In fact I think from memory Abbott was given line honours by political commentators in one maybe two of them.",49,TimOfAltona
1273,Not too sure you can point the finger of blame for the economic slowdown in China nor the share market rout in the US on the Liberal Party in Australia. ,31,TimOfAltona
1274,Germany were taking in all comers not that long ago - surprised there was not a deal done with Germany to empty Nauru and Manus and shut them down for good. ,32,TimOfAltona
1275,"Not much chance of that happening - the ALP have mirrored the government's policy. Stop the boats, turn them around and deny the people smugglers a deadly business model which sees thousands drown in the ocean.",36,TimOfAltona
1276,"Bring it on, let's get it over with so Turnbull can have clear air for a full term of reform and allow Labor the chance to reform and rebuild under a new leader.",33,TimOfAltona
1277,People vote for the person/party they think will best represent them in parliament - in the Lower House the person/party attracting the most votes usually gets the gig. In Warringah the majority of people don't much like what they see in Labor/Greens. ,43,TimOfAltona
1278,Hate to be a party pooper but an unknown first time independent coming into an airtight Liberal seat has about as much chance of 'flogging' Tony Abbott or whoever the Liberal candidate is as Gough Whitlam has of leading the Labor party again.,43,TimOfAltona
1279,"This is exactly the situation Australia has avoided by tightly controlling borders, not allowing people smugglers to dictate immigration numbers, strict vetting of all people claiming to be genuine asylum seekers and implementing a co-ordinated and controlled migrant assimilation program to ensure new arrivals needs are catered for with housing, jobs, education and welfare. ",55,TimOfAltona
1280,Germany has created a massive rod for it's own back by allowing an open door policy. The negative consequences of this will become clear in the months and years ahead IMO.,31,TimOfAltona
1281,Interesting that Van would have us believe misogyny is a thing of the conservative right...read this enlightening article from the Guardian about Van's side of politics in the UK. ,30,TimOfAltona
1282,"David, don't know why you persist with this fantasy. The root of this nonsense probably goes back to the fact that you and your cohorts recognise that the only way for Labor to have any hope at the next election is for Abbott to be back in the saddle. ",50,TimOfAltona
1283,"Well buddy, it ain't going to happen, so fantasize all you like but I'm afraid you are stuck with Bingle Bill leading the Labor Party to another defeat this year. ",31,TimOfAltona
1284,"Despite some flaws, Abbott is essentially a decent bloke with a genuine vision and goodwill for Australia - not the Left's cup of tea but they really don't need to worry themselves anymore as Turnbull has arrived on the scene. ",41,TimOfAltona
1285,"My point being that both sides of politics are supporting the Adani mine, so Australia Institute canvassing only Liberal or National Party electorates isn't going to archive much from a political leverage perspective.",33,TimOfAltona
1286,"Speaking from first hand experience travelling in India recently, forget what Indian politicians are sprouting (telling you what you want to hear), India will be relying on fossil fuels for decades to come,,,,,,,,Australia will continue to supply thermal coal to the hungry Indian market to supply the hundreds of millions of people living in rural areas with cheap fuel so they can survive. ",64,TimOfAltona
1287,The transition from fossil fuels to renewables will move at a snails pace in India so pretty safe bet a coal mine opening today will get a good 20-30 years of sustainable life from the Indian market.,37,TimOfAltona
1288,Reason being that state Labor governments seem pretty gung-ho when it comes to opening up coal mines and building the associated infrastructure to support it. Only have to look at the Palaszczuk government in QLD with the Adani mine.,39,TimOfAltona
1289,My pick is the faceless men have decided it's too late to do anything about it so they are stuck with Bingle until after the election. Presumably they are drawing up a succession plan. ,35,TimOfAltona
1290,"When you look at it, the Labor leadership contender cupboard is looking a little bare - perhaps someone from the back bench needs to be brought to the front bench quick smart?",32,TimOfAltona
1291,Read the article - it states this situation has been occurring since 2000 in Australia - now go back and see who has been in government since 2000. 6 long years of Rudd/Gillard/Rudd in the middle of all that. ,40,TimOfAltona
1292,In mid-December L-NP support rose to 57.5% (up 1.5%) cf. ALP 42.5% (down 1.5%) on a two-party preferred basis. If a Federal Election were held now the L-NP would win easily. Primary support for the L-NP was 48% (up 1.5%) and down 1.5% for the ALP to 27%.  ,50,TimOfAltona
1293,In the preferred PM stakes there is more daylight between the PM and his Labor opposite than the sunshine hours during the northern Scandinavian summer (still going brightly at midnight) ,31,TimOfAltona
1294,"Wrong again, the police said there was insufficient evidence and the prospect of a conviction was slim. Nothing was said about the allegation being incorrect. in fact the other party involved has indicated they may yet take this matter further.",40,TimOfAltona
1295,"Just like Labor - never been able to win an election in their own right, they need a coalition with the Greens to get over the line. In fact many regards Bob Brown as the Deputy PM when Gillard was around.",41,TimOfAltona
1296,"The polling in WA relates to Barnett and state issues - nothing to do with Turnbull's popularity in Canberra, so trying to link Turnbull's popularity with a state poll in WA is nonsense IMO.",34,TimOfAltona
1297,Do Labor strategists not learn from previous errors that simply inserting a female to 'soften' errors made by male predecessors does not always equate to electoral victory in fact history shows the tactic more often than not backfires. ,39,TimOfAltona
1298,"Many are not aware that Pakistan won't automatically accept back their citizens who overstay visas in other countries who, if they are caught, then attempt to return them to Pakistan.  ",32,TimOfAltona
1299,I'm talking about the 2013 NBN progress report which it seems Albo went to great lengths to hide from voters in the lead up to the 2013 general election - presumably under instructions from Rudd. ,36,TimOfAltona
1300,"The best thing Albo can do is try and locate that missing NBN update report that got 'buried somewhere' on his desk and was never released in the lead up to the last federal election - the report from Quigley that conclusively revealed Labor's mismanagement, decades of delay and billions of dollars cost blow outs for the NBN roll out. ",61,TimOfAltona
1301,I was about to reflect on how the Labor cheer squad must be scratching around to try and find a link between Chris Gayles comments on live TV and Malcolm Turnbull...and by gosh...here it is!!!! ,36,TimOfAltona
1302,I think you could be correct - just off to the left of camera so we couldn't see him was Malcolm Turnbull holding up a cue board for Gayle to follow whilst he was live to air being interviewed by the 10 reporter. ,44,TimOfAltona
1303,Nothing like a storm in the proverbial tea cup to get the Labor cheer squad all stirred up and baying for blood over an 'incident' which has been dealt with appropriately by the PM and government. ,37,TimOfAltona
1304,"Maybe if Bingle Bill had started his much vaunted reform and rebuild instead of sitting back thinking an Abbott led government would hand him the keys to The Lodge then he got caught out by the Turnbull ascendency, Labor may be in a better position than they are now - election loss favourites.",53,TimOfAltona
1305,Perhaps the Labor cheer squad types need to instead focus on the shortcomings of their own party and analyse why it is Labor are favourites to lose this years election and then do something about it. ,37,TimOfAltona
1306,"You must be confused - the TURC report did not find nothing, it found plenty. You just want to ignore it and hope it goes away to try and give your beloved ALP clear air. ",36,TimOfAltona
1307,"Condoning bullying, corruption, intimidation and other assorted acts of criminality may be 'The Labor Way' but is not the ' Australian Way' which is why the LNP are in government and Labor are not.",34,TimOfAltona
1308,"David, David, David...all day you have been holloring for Turnbull to make a public statement and as soon as he does,a very good one at that, you immediately attack him for speaking out. ",34,TimOfAltona
1309,"Over the past few months in these threads you see far worse thrown at Julie Bishop, Sophie Mirabella, Bronwyn Bishop et al yet no one from the Labor cheer squad seem to take offence at these, in fact they appear to delight in the more offensive attacks. ",48,TimOfAltona
1310,"Too busy making sure the key to the Labor party room knife drawer is well hidden whilst he's on holidays I guess, what with Plibersek and Wong hovering around precariously.",30,TimOfAltona
1311,"Labor and their merry band of supporters want to try and conflate this as much as they can, but ultimately this is a classic 'nothing to see here - move along' moment. ",33,TimOfAltona
1312,Interesting they chose Wong to be the mouthpiece and not Plibersek - must be something in the wind or they think there is still some left over political capital from Gillard's ill fated venture into confected misogynistic finger pointing of which Wong was an active accomplice at the time.  ,51,TimOfAltona
1313,Well good to see we had such a learned individual getting to the bottom of an issue Labor dared not venture for fear of upsetting their political masters and largest financial benefactor. ,33,TimOfAltona
1314,"Actually this storm in a tea cup where it seems the only people offended are Labor supporters gives pause to reflect on why Dutton, like Morrison before him are targeted by Labor supporters and if you trace it back it all centres around the highly successful border protection policy which catapulted the government into office and Labor out on their arse in 2013. ",64,TimOfAltona
1315,"The thing about all this is that the ALP have a bipartisan approach to border protection, off shore detention and turning boats around, so why Labor supporters continually demonise government Immigration Ministers' mystifie when their own side's policies mirror those of the government?",43,TimOfAltona
1316,"I refer you to the hundreds of personal, grubby and sexist comments by Labor supporters directed at Julie Bishop, Sophie Mirabella, Bronwyn Bishop and any number of female MPs' sitting on the government benches which make your assertion complete load of crap comrade.",43,TimOfAltona
1317,Why? Because the politician is from the LNP - if it were a Labor minister referring to her the same way all we would see are messages of congratulations and support in these threads. ,35,TimOfAltona
1318,"Here's a tip - it ain't a Labor Party comprised of ex-union hacks, including their deeply unpopular former AWU leader Bingle Bill Shorten, intent on protecting rogue unions from proper scrutiny. ",32,TimOfAltona
1319,"This has nothing to do with wages and conditions, it's all about protecting workers rights and so far a number of unions and their officials have been found wanting which may only just be the tip of the iceberg. ",40,TimOfAltona
1320,"Here's a tip - it ain't a Labor Party comprised of ex-union hacks, including their deeply unpopular former AWU leader Bingle Bill Shorten, intent on protecting rogue unions from proper scrutiny. ",32,TimOfAltona
1321,"This has nothing to do with wages and conditions, it's all about protecting workers rights and so far a number of unions and their officials have been found wanting which may only just be the tip of the iceberg. ",40,TimOfAltona
1322,Not your fault you are backing the losing team. Suggest you put your energy into sorting out a dysfunctional Labor leadership and letting Bill know if he obfuscates over the TURC findings he will be consigning Labor to a very very long stretch on the opposition benches.,47,TimOfAltona
1323,Bingle has no where to go now. Unelectable in his own right and totally dependent on being able to contest an election by being able to say the words Tony and Abbott as many times as he can in one sentence has now all but evaporated. ,47,TimOfAltona
1324,"Turnbull has dealt with the Brough, Briggs and Abbott distractions and in doing so has signaled a change in government direction as it moves back to the popular center. A strong win next year will give Turnbull the internal and external authority to go even further with his vision for Australia and a government sitting just right of center. ",60,TimOfAltona
1325,"The Left along with the ACTU don't like any of this because it means they are out of government for an extended period, but to them I say - give Turnbull a go - you never know, you may, along with the rest of Australia enjoy the ride.",48,TimOfAltona
1326,The Labor cheer squad have been trying to find an angle to attack Turnbull for ages - they think they are on a winner attacking his wealth and intelligence - reality is he is just what Australians want in a PM so they are well and truly on the wrong path at the moment. ,55,TimOfAltona
1327,"It'll be interesting to see what you will say following Turnbull romping it home at the next election after you have told us 5,000+ times in the past few weeks that Turnbull is finished and Shorten will win in a landslide. ",42,TimOfAltona
1328,"As per my comment this morning - kejovi and his cheer squad pals were complaining long and hard about Abbott when he was PM and calling for him to go, yet now he's gone they only want him to return.  ",42,TimOfAltona
1329,"No matter how much Labor and their supporters try to spin this outcome, the fact remains that elements of the union movement have acted dishonestly and almost certainly charges and prosecutions will follow. ",34,TimOfAltona
1330,"Voters will not forget and will no doubt be reminded that the Labor Party are inextricably linked to the union movement (you only have to look at the senate to see how far unions have infiltrated our government) and will make up their minds at the next election as to who they have the most trust to run this country, it's economy and it's social fabric. ",67,TimOfAltona
1331,"Best you go back and read the judgment. Shorten is not exactly exonerated - in fact he was implicated in the Cleanevent fiasco, shown to be to the detriment of union members. ",33,TimOfAltona
1332,The Cleanevent fiasco has been the undoing of Shorten and gives the media and the Liberal party plenty of ammunition should he ever make it to contest an election as ALP leader.,32,TimOfAltona
1333,"The irony in all this is that when Abbott was PM they were all calling for him to go - and now that he's gone, they are all calling for him to return!!!! ",34,TimOfAltona
1334,"Wrong, I supported the Liberal party and the LNP government. I did support Abbott on some of his policies such as stopping boats and carbon tax removal but always believed Turnbull was the natural leader of the Liberal party.",39,TimOfAltona
1335,All I see are a handful of Labor cheer squadders out for revenge with their usual nonsense in Guardian threads whilst the rest of Australia are firmly behind Turnbull and backing him to return to the Lodge after the next election. ,42,TimOfAltona
1336,"Don't take my word for it, take a look at he polls since Turnbull came to office and check out the bookies - they all have Labor dead and buried too. ",32,TimOfAltona
1337,"The ball is very much in Labor's court and they look like they don't know what to do with it. Hence they have little hope of winning any kind of federal election, particularly with Bingle Bill holding the racquet.",39,TimOfAltona
1338,They set up the whole grubby affair in a weak attempt to shore up the Labor numbers in the lower house at a time when Gillard's popularity was heading for the sewers (and never recovered anyway) knowing that Slipper carried more baggage than the lost luggage room at Heathrow. ,50,TimOfAltona
1339,"Wrong again. I was never in the 'Abbott camp"". I fully support the Liberal Party and Abbott, rightly or wrongly, was the leader for a period. I was critical of some of Abbott's decisions and statements but always had the belief that Turnbull is the natural leader of the Liberal Party. ",52,TimOfAltona
1340,"As much as Labor spin merchants, using Plibersek as their mouthpiece are trying their hardest to portray this as a negative for the government, the reality is this is a massive win for Turnbull. He is showing leadership by dealing with these difficult situations decisively and stamping his authority on the party. ",53,TimOfAltona
1341,"All he needs now is a comfortable win at the next election, everything points to him easily achieving that, and he can continue to move the government policies back towards the popular just right of center (where the ALP seem to be aiming for as well) and he'll be rewarded with a very long tenure as Australian PM.",58,TimOfAltona
1342,The weakness in your argument is that the Labor Party are masters of factional insertions into both senate seats and lower house safe seats - in fact they invented the concept. ,32,TimOfAltona
1343,"If all those individuals are so disliked as you assert, then surely their electorates will not vote them back in and they will lose their seats and won't form part of any government anyway? Your problem appears fixed. ",39,TimOfAltona
1344,"Or is what you really mean is that the Labor/Greens cheer squad don't like them, but their electorates do, so they will be returned and form part of the Turnbull government anyway? ",33,TimOfAltona
1345,Turnbull's decision to promote Brough has probably more to do with the fact Brough agreed to support Turnbull against Abbott. In the heat of the moment when the golden chalice is within reach such agreements occur. ,37,TimOfAltona
1346,But the polls show the exact opposite to what you are saying - no one is waiting to toss out the government except a handful of bitter and twisted Labor supporters who still haven't recovered from the drubbing they received at the 2013 election.,44,TimOfAltona
1347,They had already started...all attacking him for not visiting the bushfire areas and when he does tour the area...you guessed it....it's nothing more than a photo opportunity according to the Labor cheer squad.,33,TimOfAltona
1348,We all remember the ugly spectacle of Gillard defending Craig Thomson when the whole world knew he had plenty to hide. Made her look shifty and not to be trusted.,30,TimOfAltona
1349,"Reality is that whether Briggs is on the front bench or the back bench changes nothing for Labor - they are still up shit creek with Shorten paddling as fast as his little arms will allow. Only a matter of time before the canoe hits the rocks, roughly around the time of the next election at a good guess. ",60,TimOfAltona
1350,The Labor cheer squad have precious little to crow about these days as their side catapults further into political obscurity - give them their 5 minutes of compensatory 'fun' before the reality sets in again.,35,TimOfAltona
1351,"So out of touch he has a popularity rating up in the stratosphere, whilst the bloke you want as PM is down in the gutter if not heading for the sewer as we speak. ",35,TimOfAltona
1352,Not sure the Guardian is doing itself any favors by printing what is clearly propaganda from a left wing commentator - for balance they should allow either Scott Morrison or Annabel Crabb to defend themselves against these allegations with a response piece? ,43,TimOfAltona
1353,Morrison is after all a member of a government the majority of Australians voted for and still consider the best option to govern Australia (according to all the polls since Turnbull was elected leader).,34,TimOfAltona
1354,"The left don't like him because he delivered on a policy that the Libs took to an election, won convincingly vs an inept ALP, and stopped the boats which saved perhaps thousands of lives.  ",36,TimOfAltona
1355,"This showed up Labor's total ineptitude when it came to border protection as is perhaps one of the reasons they will stay in opposition for quite a few years to come IMO,",32,TimOfAltona
1356,You see it dozens of times a day in Guardian threads. How many in this thread only 'enjoy' Kitchen Cabinet when it has a Labor or Greens politician as guest and see nothing more than right-wing propaganda when a Liberal pollie is on. ,44,TimOfAltona
1357,"Same with opinion polls. When they show Labor in front the polls are 'a true and honest reflection of voters intentions' but as soon as they show the government ahead, they are deemed nothing more than a Murdoch conspiracy and should be instantly dismissed as bogus. ",47,TimOfAltona
1358,The Labor cheer squad want to believe Abbott is on the path to return so it gives them some kind of (forlorn) hope that by some miracle Shorten can fall over the line at an election. ,37,TimOfAltona
1359,I have all the facts before me - the unions pushed and pushed for wage increases that ultimately forced the car manufactures to move off shore to more cost effective labour markets in order to remain globally competitive. ,39,TimOfAltona
1360,"So the unions and their political arm, the ALP, have already all but destroyed the manufacturing industry in Australia, noticeable the car industry, and now here we have the hapless Plibersek being scripted by the ACTU to try and destroy small business operators in Australia. ",46,TimOfAltona
1361,I'm with you. That good old magical money tree growing out the back of Trades Hall the ALP use when in government to keep Australia ticking has served us well for many years . ,35,TimOfAltona
1362, Perhaps it's time Labor let the government borrow the keys so they too can nip around the back and help themselves to the endless cash the magic tree produces so they won't need to consider tax reform or any fiscal reform to safeguard Australia's economy for the future full stop. ,52,TimOfAltona
1363,Which I suspect is the issue the Labor cheer squad have - he stands in the way of Labor being in the political wilderness for years and being in government. ,31,TimOfAltona
1364,Once again the Labor cheer squad have come in half cocked with only part of the story and believing what they want to believe because it suits their agenda. ,30,TimOfAltona
1365,Let's get the full story first as to why this fellow's family was initially refused a visa. The Dept of Immigration work to strict guidelines and policies - there will be a reason why this family were denied a visa and confidentiality requires the Dept to keep those facts confidential. ,51,TimOfAltona
1366,It may or may not come to light down the track but in the meantime it seems these people are now permitted to enter Australia temporarily to see their family member. ,32,TimOfAltona
1367,We have strict border protection rules and regulations for a valid reason and the Immigration Dept should be congratulated for adhering to those rules until the full facts were ascertained/confirmed.,30,TimOfAltona
1368,So bring on an election by all means and let Turnbull get the mandate he needs to continue moving the government to the popular centre ( where Labor used to call home).,32,TimOfAltona
1369,They would be better served by launching their much needed reform to reduce the power of the unions over the ALP and their habitual reliance on the Greens to try and get them over the line at federal and state elections. ,42,TimOfAltona
1370,"Everyone seems hell bent on attacking Greg Hunt for his decision, but not one of the Labor/Greens cheer squad make mention of the fact that he is going on the recommendations form the Labor state government who back the terminal. ",41,TimOfAltona
1371,"Some may dismiss this, but not out of the question he could end up with a portfolio which plays to his strengths in the new Turnbull government after the next election.  ",33,TimOfAltona
1372,Fair to say the government could fund and find a cure for 100% of breast cancers and the Labor/Greens cheer squad would be in this thread saying it's nothing more than chasing votes. ,34,TimOfAltona
1373,To all the Labor cheer squadders hoping and praying Abbott will make a return to the Lib leadership so Labor have a bit of a sporting chance at getting over the line next year I'm here to tell you it just ain't going to happen. ,46,TimOfAltona
1374,"As much as an Abbott return is the stuff your wet dreams are made of, Turnbull's popularity and Shorten languishing at the other end of the scale means an LNP victory is almost in the bag and will allow Turnbull to make further reforms taking the government into territory Labor once called home. ",54,TimOfAltona
1375,"Many things in life are certain and just like death and taxes, we will never ever get to see Bill Shorten flying up to Japan to meet with Shinzo Abe. ",31,TimOfAltona
1376,"I'm with you, we only want to read articles that attack the government and better yet, propose that Shorten will romp it in as next Pm. Made up is fine. ",31,TimOfAltona
1377,"...and without those companies operating, perhaps millions would have no job and no way of supporting themselves or their families...you see comrade sometimes you just need to take the good with the bad. ",34,TimOfAltona
1378,Yep I wish she had stayed on too. Labor would have 25 seats in the lower house vs the 55 odd they have today due to Rudd's and Shorten's intervention to get rid of her.,35,TimOfAltona
1379,"The relationship took somewhat of a hammering recently with the cracking piece about the hapless Bingle Bill, but there is enough scoffing at PM Turnbull in here to gird/engorge the flaccid and dejected loins and rekindle the relationship. ",39,TimOfAltona
1380,"That said, I think we all know the constraints Turnbull, as communications minister was under at the time. His brief from Abbott et al was clear - firstly identify the mismanagement of the roll out under Labor. Albo had done a sterling job in hiding Labor's botched roll out and cost blowouts (was never able to lay his hands on that damn report lost somewhere on his desk) just before the election and then cut the costs as best he could without consigning the remainder of the project to the scrapheap. ",92,TimOfAltona
1381,All in all not a bad effort/compromise which has never satisfied the rabid left who blindly maintain Labor's model was superior whilst blissfully ignoring the billions in extra funding and the decades longer it would take to complete. ,39,TimOfAltona
1382,"That all said - the solution to all this is right before our very eyes...scrap the bloody submarine contracts and hey presto we suddenly have billions of dollars to invest in Australia's future technology capability, including the NBN rollout. ",40,TimOfAltona
1383,"That's the problem, the ALP tended to disguise the true extent of the dilemma to try and win political points - who can forget Swanny standing up announcing all the budget surpluses he was going to deliver Australia? ",39,TimOfAltona
1384,"Well we have all witnessed what happens when the reverse applies - whole manufacturing industries are shipped off shore to lower labour cost nations - like car manufacturing to India, Thailand and China. ",34,TimOfAltona
1385,Putting a price on saving perhaps 1000+ lives is a difficult task. You claim Australia is paying too much to save all these lives so what is your preference - just let people drown at sea? ,37,TimOfAltona
1386,I think it's best we wait until economists pass their considered judgement (&amp; I don't mean that old ALP warhorse Stephen Koukoulas) rather than read the very predictable rants from the Labor cheer squad who would vote for a cheese sandwich if it were ALP leader. ,47,TimOfAltona
1387,There is an element of credibility in this update which both sides of politics would have difficulty in grappling given the deteriorating iron ore price and global economic outlook. ,30,TimOfAltona
1388,Ultimately I don't think that this economic prognosis will do the govt any harm at all given Labor were not exactly economic giants when they had a go in government - in fact the reverse applies and we won't forget Swanny standing up beside a smirking Gillard promising us budget surpluses for the next 20 years under Labor. ,59,TimOfAltona
1389,I seem to recall Labor's greatest contribution to Budget forecasts was Swanny proclaiming with great glee in parliament how Labor were about deliver surpluses for that year and every year after that. ,33,TimOfAltona
1390,"You just happen to not like Turnbull's sermons because he is not from your side of politics. The majority of Australians' however are very happy with Turnbull, going by all the polls and the bookies. Even the Labor strategists must be secretly conceding the next election is all but over. They need to be planning for 2019 and who will be leading the Labor party to that election.",68,TimOfAltona
1391,He can hardly help it when it seems going by every poll that he is the man the majority of Australia want by a country mile as the PM. ,30,TimOfAltona
1392,"If his win next year is resounding, which is looking that way, it will increase his ability and authority to take the LNP government closer to the popular centre and consolidate the LNP as a long term government for Australia - something voters have been crying out for since the Howard years. ",53,TimOfAltona
1393,"Funny thing, opinion polls (you know those funny old things you swear by when they show Labor in front and denounce as propaganda when it shows the Libs in front) they all show quite the opposite to what you are claiming.",41,TimOfAltona
1394,"Labor's magical mystery money tree growing out the back of trades hall is barren, so even Labor would be putting up cuts if they were in government...which they are not...thank god.",31,TimOfAltona
1395,"The Libs now have a leader that people ( apart from the rusted on Labor cheer squad who would vote for a 3 day old ham, cheese and tomato sandwich if it were ALP leader) actually like to see as PM and competently representing Australia on both the domestic and world stage. ",53,TimOfAltona
1396,This equates to an LNP federal government for quite a few years to come whilst Labor sort out their pretend 'unity' that no one buys as much as a leader that no-one (including his own party) buys either.,38,TimOfAltona
1397,"At the end of the day, Labor have done little to demonstrate their ability or even willingness to learn from the toxic mistakes of the highly unpopular Rudd/Gillard/Rudd debacle. ",30,TimOfAltona
1398,You only have to look at the deeply contrasting polls between Turnbull and Shorten to see who will steamroll into government after the next election and who will fall flat on their (faceless) face. ,35,TimOfAltona
1399,Posting grubby and demeaning comments about Julie Bishop will not win the ALP government next year - or the year after or the year after that or ever for that matter. ,32,TimOfAltona
1400,This is no different to mass murderers such as Martin Bryant and Julian Knight being kept in indefinite detention beyond their original sentence if they are deemed to be an unacceptable risk to the community. ,36,TimOfAltona
1401,The cheer squad for Labor and the Greens denouncing this decision designed to A) Make this country safer from those with a proven intent to kill Australians and B) Deter those who have ambitions to kill Australians in Australia by engaging in terrorist activities. ,45,TimOfAltona
1402,I suspect everyone has stopped listening to anything he may be scripted to say from here on in...more interest in guessing who will replace him as leader of the ALP.,30,TimOfAltona
1403,You can only presume they will move on him after the next election. Risky strategy though cos the way it's going Labor may well lose even more seats in the Lower House with Bingle as leader. ,37,TimOfAltona
1404,I think you may have missed the fact that that tactic fell flat on it's face for Labor strategists - they dropped it like a hot potato - suggest you follow suit.,32,TimOfAltona
1405,"My take on what I saw at Cronulla that day, I was there and witnessed perhaps some of the worst of it, it was more to do with too much booze being consumed on a hot day by a bunch of guys too young to know better.  ",49,TimOfAltona
1406,There were a couple of older stirrers draped in Australian flags (clearly pissed) with megaphones geeing up the younger ones and most of the trouble makers were kids in their teens carried away by too much alcohol and the more they drank the louder it got as more and more joined in. ,53,TimOfAltona
1407,"Yes, what they were doing was wrong - but what started as a kind of carnival type atmosphere in the morning soon developed into out of control mobs fuelled by alcohol, mainly made up of no more than high school kids walking around with 24 packs of stubbies under their arms and few older ones who should have known better. ",61,TimOfAltona
1408,"There is no question in my mind that if it were not for the alcohol, the day would have ended up very differently and most of the younger ones, who made up the majority of the crowd, would never have participated and the subsequent alcohol fuelled rampaging violence directed at anyone with Middle Eastern appearance on the beach, the trains, the fast food restaurants or in the park would never have happened.",72,TimOfAltona
1409,I personally don't view Q&amp;A as having a particularly left wing leaning..although the review summarised correctly that the majority of overseas guests tend to be from the progressive side of politics. ,32,TimOfAltona
